"Date Time, GMT+00:00",Temp,albedo,SW_down,melt_rate,SOY,DOY,qsuh_mmh,Qsuh_m3s
2017-07-24 07:00:00,4.0288958333333404,0.5104766066962864,40.8,0.3891868034665073,17650800.0,204.29166666666666,0.33791949462915033,0.06570656840011256
2017-07-24 08:00:00,4.013718750000007,0.5104766066962864,119.4,0.7501074132083565,17654400.0,204.33333333333334,0.2958543974975929,0.057527243957865286
2017-07-24 09:00:00,4.003510416666673,0.5104766066962864,234.2,1.2778514807235934,17658000.0,204.375,0.28890888867470277,0.056176728353414425
2017-07-24 10:00:00,4.0647916666666735,0.5104766066962864,209.0,1.1649572418178096,17661600.0,204.41666666666666,0.3289915724182552,0.06397058352577184
2017-07-24 11:00:00,4.11261458333334,0.5104766066962864,222.6,1.2299290582510898,17665200.0,204.45833333333334,0.38035190177363953,0.07395731423376325
2017-07-24 12:00:00,4.189000000000006,0.5104766066962864,320.0,1.681936367057571,17668800.0,204.5,0.43514560981738304,0.08461164635338002
2017-07-24 13:00:00,4.361479166666674,0.5104766066962864,415.0,2.1277047156111206,17672400.0,204.54166666666666,0.5117861905932612,0.09951398150424523
2017-07-24 14:00:00,4.6626145833333394,0.5104766066962864,393.0,2.041528048709246,17676000.0,204.58333333333334,0.6161455355077803,0.11980607634873504
2017-07-24 15:00:00,5.061656250000008,0.5104766066962864,497.0,2.54003820133629,17679600.0,204.625,0.717738728513379,0.1395603083220459
2017-07-24 16:00:00,5.473385416666676,0.5104766066962864,384.2,2.0415732152818302,17683200.0,204.66666666666666,0.8360944380771544,0.16257391851500222
2017-07-24 17:00:00,5.8440729166666765,0.5104766066962864,444.6,2.3380393920639464,17686800.0,204.70833333333334,0.9217938434484148,0.17923769178163618
2017-07-24 18:00:00,6.194510416666678,0.5104766066962864,509.0,2.6518991484342824,17690400.0,204.75,1.0005129278024054,0.19454418040602325
2017-07-24 19:00:00,6.5310416666666775,0.5104766066962864,424.8,2.2812777356022598,17694000.0,204.79166666666666,1.0858641652473142,0.2111402543536444
2017-07-24 20:00:00,6.5807187500000115,0.5104766066962864,225.8,1.3680591302549991,17697600.0,204.83333333333334,1.1445124949968315,0.22254409624938393
2017-07-24 21:00:00,6.435416666666678,0.5104766066962864,236.4,1.4095701369971143,17701200.0,204.875,1.1328295530290708,0.220272413088986
