Timestamp (UTC),Level (m),Velocity (m/s),Discharge (m^3/s),Discharge smoothed (m^3/s)
2018-08-19 15:05:00,0.30500,0.30700,0.89500,0.68692
2018-08-19 15:06:00,0.24700,0.30600,0.72200,0.68507
2018-08-19 15:07:00,0.17900,0.30600,0.52400,0.68275
2018-08-19 15:08:00,0.24000,0.30600,0.70100,0.68117
2018-08-19 15:09:00,0.23400,0.30600,0.68700,0.68221
2018-08-19 15:10:00,0.24800,0.30600,0.72500,0.67926
2018-08-19 15:11:00,0.25000,0.30500,0.72900,0.67752
2018-08-19 15:12:00,0.30300,0.30500,0.88400,0.67376
2018-08-19 15:13:00,0.20100,0.30500,0.58500,0.67207
2018-08-19 15:14:00,0.23700,0.30500,0.69000,0.67143
2018-08-19 15:15:00,0.23300,0.30500,0.67900,0.67024
2018-08-19 15:16:00,0.19200,0.30500,0.55900,0.66598
2018-08-19 15:17:00,0.22900,0.30500,0.66600,0.66131
2018-08-19 15:18:00,0.19700,0.30400,0.57300,0.65554
2018-08-19 15:19:00,0.19900,0.30400,0.58000,0.65514
2018-08-19 15:20:00,0.21800,0.30500,0.63500,0.65598
2018-08-19 15:21:00,0.19800,0.30400,0.57400,0.65502
2018-08-19 15:22:00,0.20000,0.30400,0.58200,0.64854
2018-08-19 15:23:00,0.23200,0.30400,0.67400,0.64501
2018-08-19 15:24:00,0.22000,0.30400,0.63900,0.64240
2018-08-19 15:25:00,0.21400,0.30400,0.62100,0.64252
2018-08-19 15:26:00,0.20500,0.30400,0.59600,0.63798
2018-08-19 15:27:00,0.22900,0.30400,0.66700,0.63387
2018-08-19 15:28:00,0.24000,0.30400,0.69800,0.63110
2018-08-19 15:29:00,0.19600,0.30300,0.56900,0.62891
2018-08-19 15:30:00,0.22400,0.30400,0.64900,0.62304
2018-08-19 15:31:00,0.19700,0.30400,0.57200,0.62304
2018-08-19 15:32:00,0.21700,0.30300,0.62900,0.62092
2018-08-19 15:33:00,0.22400,0.30300,0.65000,0.61648
2018-08-19 15:34:00,0.18700,0.30400,0.54400,0.61082
2018-08-19 15:35:00,0.23200,0.30400,0.67400,0.60797
2018-08-19 15:36:00,0.20700,0.30400,0.60200,0.60514
2018-08-19 15:37:00,0.20700,0.30400,0.60000,0.60234
2018-08-19 15:38:00,0.31300,0.30400,0.90900,0.59958
2018-08-19 15:39:00,0.23900,0.30300,0.69200,0.59684
2018-08-19 15:40:00,0.23300,0.30300,0.67500,0.59414
2018-08-19 15:41:00,0.18900,0.30300,0.54800,0.59147
2018-08-19 15:42:00,0.22300,0.30300,0.64600,0.58884
2018-08-19 15:43:00,0.19900,0.30300,0.57500,0.58624
2018-08-19 15:44:00,0.16500,0.30300,0.47900,0.58369
2018-08-19 15:45:00,0.19000,0.30300,0.55100,0.58117
2018-08-19 15:46:00,0.18000,0.30300,0.52100,0.57870
2018-08-19 15:47:00,0.23100,0.30300,0.66900,0.57627
2018-08-19 15:48:00,0.18000,0.30300,0.52200,0.57389
2018-08-19 15:49:00,0.12600,0.30300,0.36400,0.57155
2018-08-19 15:50:00,0.20700,0.30300,0.59900,0.56926
2018-08-19 15:51:00,0.20200,0.30400,0.58600,0.56703
2018-08-19 15:52:00,0.20600,0.30300,0.59700,0.56484
2018-08-19 15:55:00,0.19600,0.30200,0.56500,0.56271
2018-08-19 15:56:00,0.18800,0.30300,0.54400,0.56064
2018-08-19 15:57:00,0.15900,0.30200,0.45900,0.55862
2018-08-19 15:58:00,0.16500,0.30200,0.47600,0.55666
2018-08-19 15:59:00,0.21300,0.30200,0.61400,0.55476
2018-08-19 16:00:00,0.17900,0.30200,0.51700,0.55293
2018-08-19 16:02:00,0.21400,0.30200,0.61800,0.55115
2018-08-19 16:03:00,0.18400,0.30200,0.52900,0.54944
2018-08-19 16:04:00,0.19900,0.30100,0.57100,0.54780
2018-08-19 16:06:00,0.19800,0.29900,0.56400,0.54622
2018-08-19 16:07:00,0.19200,0.30100,0.54900,0.54472
2018-08-19 16:08:00,0.18600,0.30100,0.53600,0.54329
2018-08-19 16:09:00,0.20500,0.30100,0.58700,0.54193
2018-08-19 16:10:00,0.18800,0.30000,0.53700,0.54064
2018-08-19 16:11:00,0.17800,0.30000,0.50900,0.53943
2018-08-19 16:12:00,0.17500,0.30000,0.50100,0.53830
2018-08-19 16:13:00,0.21000,0.30000,0.60100,0.53725
